Run_ID,Score,Fitness
395,620,520
396,780,730
397,824,674
398,700,550
399,804,654
400,428,378
401,488,338
402,868,718
403,680,530
404,972,822
405,492,342
406,392,242
407,372,322
408,720,570
409,596,596
410,556,534
411,808,658
412,456,306
413,672,522
414,748,598
415,436,436
416,1544,1494
417,616,516
418,812,662
419,896,746
420,904,754
421,416,366
422,736,586
423,528,378
424,472,472
425,700,550
426,752,602
427,572,422
428,504,354
429,688,688
430,464,414
431,628,478
432,572,422
433,388,238
434,884,734
435,352,202
436,780,780
437,244,244
438,692,542
439,980,830
440,632,482
441,1128,978
442,716,566
443,504,354
444,764,614
445,1132,1082
446,636,486
447,568,418
448,1516,1366
449,1560,1410
450,644,644
451,548,498
452,336,186
453,772,672
454,384,234
455,1068,918
456,736,736
457,676,676
458,996,946
459,1180,1030
460,264,114
461,1076,1076
462,256,106
463,1336,1186
464,444,294
465,524,374
466,1020,870
467,920,770
468,300,150
469,828,678
470,536,386
471,332,182
472,232,182
473,1116,1066
474,616,466
475,560,410
476,464,314
477,1224,1074
478,408,358
479,520,370
480,672,672
481,720,620
482,604,554
483,1220,1070
484,392,242
485,764,664
486,1528,1378
487,620,598
488,260,110
489,820,670
490,720,620
491,252,102
492,492,456
493,1052,902
494,1516,1366
495,988,838
496,664,514
497,424,424
498,180,30
499,800,650
500,644,494
501,708,558
502,676,576
503,468,318
504,792,642
505,1500,1350
506,588,438
507,916,766
508,772,622
509,884,734
510,324,174
511,312,162
512,156,6
513,1512,1362
514,664,514
515,1208,1058
516,1292,1192
517,356,206
518,1540,1390
519,372,222
520,484,334
521,532,382
522,376,226
523,1264,1114
524,492,342
525,700,550
526,752,652
527,340,240
528,372,372
529,1188,1138
530,656,556
531,936,836
532,1288,1138
533,624,474
534,680,530
535,608,458
536,444,294
537,580,430
538,776,626
539,924,774
540,780,630
541,908,758
542,552,402
543,400,250
544,660,510
545,848,848
546,148,1
547,324,174
548,328,328
549,624,574
550,484,334
551,696,546
552,504,354
553,308,158
554,904,754
555,392,242
556,512,362
557,468,318
558,616,466
559,588,438
560,608,458
561,428,278
562,724,574
563,1108,958
564,708,558
565,264,114
566,428,278
567,404,254
568,596,496
569,300,300
570,308,158
571,436,436
572,620,470
573,1352,1202
574,620,470
575,236,86
576,684,534
577,344,344
578,244,94
579,316,216
580,1068,1068
581,320,170
582,532,382
583,736,686
584,976,826
585,680,580
586,480,330
587,684,534
588,640,490
589,744,594
590,236,86
591,672,522
592,324,224
593,764,614
594,660,510
595,220,70
596,436,286
597,712,562
598,684,534
599,288,138
600,236,86
601,300,200
602,384,234
603,536,386
604,1044,894
605,668,668
606,800,650
607,1368,1218
608,404,304
609,616,466
610,1060,910
611,428,278
612,376,376
613,176,26
614,492,342
615,432,432
616,424,274
617,540,390
618,964,814
619,636,486
620,140,90
621,992,942
622,260,110
623,1060,910
624,572,422
625,496,346
626,296,146
627,240,90
628,652,502
629,304,304
630,320,170
631,312,162
632,360,210
633,296,146
634,468,318
635,588,538
636,152,2
637,1016,866
638,1424,1274
639,636,486
640,1404,1254
641,280,130
642,540,390
643,72,1
644,1228,1178
645,352,352
646,680,580
647,200,50
648,760,760
649,848,698
650,1032,982
651,1148,998
652,592,592
653,596,496
654,344,194
655,648,648
656,156,6
657,388,388
658,684,534
659,1228,1078
660,392,342
661,1176,1026
662,888,738
663,168,18
664,720,670
665,872,722
666,920,770
667,380,230
668,652,502
669,244,94
670,276,126
671,528,428
672,504,354
673,452,302
674,644,594
675,300,150
676,1088,938
677,444,294
678,532,432
679,540,390
680,804,704
681,456,356
682,1024,874
683,580,430
684,472,322
685,528,378
686,340,354
687,232,82
688,396,246
689,928,778
690,196,46
691,624,474
692,1420,1270
693,692,542
694,928,828
695,300,150
696,1016,916
697,812,762
698,256,206
699,488,488
700,280,230
701,952,802
702,608,458
703,388,238
704,180,80
705,1556,1406
706,1276,1226
707,1012,962
708,1144,994
709,516,366
710,676,626
711,832,682
712,748,598
713,268,118
714,804,654
715,196,46
716,708,558
717,824,674
718,376,276
719,484,384
720,376,226
721,688,538
722,724,574
723,684,684
724,228,78
725,560,410
726,400,314
727,836,686
728,248,248
729,696,546
730,344,294
731,1196,1046
732,604,454
733,576,426
734,188,38
735,532,382
736,1104,1054
737,604,454
738,588,438
739,316,166
740,692,542
741,1600,1600
742,1360,1310
743,360,210
744,308,158
745,464,314
746,512,362
747,752,602
748,1096,996
749,848,698
750,656,506
751,664,514
752,704,654
753,348,198
754,1132,982
755,1328,1278
756,312,262
757,788,688
758,880,730
759,1052,902
760,744,594
761,804,654
762,228,78
763,944,794
764,392,242
765,392,242
766,604,454
767,700,550
768,436,286
769,268,118
770,1432,1282
771,608,458
772,592,592
773,584,434
774,700,550
775,368,318
776,676,576
777,652,502
778,240,90
779,384,234
780,528,528
781,696,546
782,632,482
783,880,730
784,436,436
785,940,790
786,980,830
787,1072,922
788,768,618
789,196,46
790,1408,1258
791,1352,1202
792,1528,1378
793,156,6
794,696,546
795,180,30
796,220,70
797,780,630
798,576,526
799,396,246
800,520,370
801,1160,1010
802,560,410
803,412,262
804,908,758
805,616,466
806,144,176
807,972,822
808,1192,1042
809,440,290
810,1120,970
811,548,398
812,640,490
813,940,790
814,856,756
815,492,342
816,700,550
817,720,570
818,1084,934
819,332,182
820,348,198
821,388,288
822,596,496
823,160,10
824,456,306
825,1296,1146
826,808,658
827,1124,974
828,688,538
829,832,682
830,276,226
831,716,694
832,584,434
833,432,332
834,696,546
835,1568,1418
836,376,226
837,448,298
838,140,1
839,612,512
840,688,538
841,1084,934
842,808,708
843,288,138
844,1236,1086
845,484,334
846,424,274
847,252,102
848,412,312
849,608,458
850,392,392
851,1080,930
852,292,142
853,1044,894
854,624,474
855,664,614
856,1012,862
857,676,576
858,912,812
859,420,270
860,304,204
861,548,548
862,464,314
863,644,494
864,1312,1162
865,1160,1010
866,1196,1096
867,512,362
868,648,498
869,712,562
870,448,448
871,644,494
872,152,2
873,324,174
874,400,250
875,1028,878
876,956,806
877,944,794
878,592,542
879,1020,870
880,300,150
881,700,550
882,900,750
883,1116,1016
884,428,278
885,1000,850
886,532,382
887,808,658
888,188,38
889,792,642
890,704,554
891,792,742
892,280,130
893,448,298
894,188,38
895,660,510
896,504,404
897,1404,1254
898,1036,936
899,952,802
900,324,174
901,280,280
902,472,422
903,1012,962
904,596,446
905,692,542
906,620,470
907,636,586
908,552,402
909,372,322
910,160,10
911,364,214
912,680,530
913,496,496
914,404,254
915,732,682
916,464,364
917,1088,1038
918,460,310
919,732,582
920,1036,886
921,876,726
922,516,366
923,668,518
924,884,884
925,540,390
926,716,566
927,428,278
928,560,560
929,560,410
930,232,232
931,548,398
932,440,290
933,708,658
934,860,860
935,1252,1102
936,868,718
937,568,418
938,348,198
939,240,90
940,420,270
941,604,604
942,284,134
943,600,450
944,604,604
945,984,834
946,408,258
947,456,306
948,976,926
949,1048,898
950,852,702
951,1316,1166
952,588,438
953,116,116
954,308,158
955,428,278
956,800,650
957,648,648
958,364,264
959,300,150
960,592,442
961,1244,1094
962,1884,1734
963,800,650
964,280,130
965,808,658
966,1312,1162
967,984,834
968,1064,914
969,440,290
970,1844,1744
971,932,782
972,472,322
973,1100,950
974,476,326
975,1288,1138
976,788,788
977,728,578
978,596,446
979,1284,1134
980,584,434
981,1372,1222
982,792,642
983,284,134
984,1336,1286
985,772,622
986,904,804
987,1048,898
988,212,62
989,484,384
990,444,294
991,384,234
992,1268,1118
993,712,562
994,736,586
995,1244,1194
996,316,166
997,176,26
998,780,630
999,772,622
1000,652,602
1001,464,314
1002,396,246
1003,900,900
1004,408,258
1005,928,878
1006,208,58
1007,900,800
1008,584,434
1009,1056,906
1010,652,502
1011,812,662
1012,244,144
1013,260,110
1014,428,328
1015,740,590
1016,588,438
1017,424,424
1018,880,780
1019,836,686
1020,876,776
1021,204,54
1022,392,242
1023,704,554
1024,1188,1038
1025,620,470
1026,744,594
1027,412,262
1028,392,242
1029,528,378
1030,516,466
1031,880,730
1032,588,438
1033,1320,1170
1034,512,362
1035,236,86
1036,676,576
1037,296,146
1038,948,798
1039,1168,1068
1040,248,130
1041,344,344
1042,432,382
1043,548,498
1044,1208,1108
1045,1256,1106
1046,752,602
1047,620,470
1048,1120,1070
1049,576,426
1050,348,198
1051,1004,854
1052,840,790
1053,1356,1256
1054,684,534
1055,688,638
1056,1164,1014
1057,244,94
1058,428,278
1059,300,200
1060,592,442
1061,636,486
1062,612,462
1063,712,612
1064,124,1
1065,416,416
1066,400,250
1067,836,686
1068,632,482
1069,1312,1162
1070,580,580
1071,720,570
1072,808,708
1073,772,622
1074,184,34
1075,876,726
1076,428,278
1077,1240,1090
1078,1088,938
1079,1228,1078
1080,1064,914
1081,688,538
1082,940,790
1083,196,78
1084,184,34
1085,608,458
1086,564,414
1087,408,358
1088,2112,1962
1089,516,416
1090,664,564
1091,480,330
1092,820,670
1093,676,626
1094,1044,894
1095,1248,1098
1096,1156,1056
1097,944,794
1098,588,438
1099,416,266
1100,564,414
1101,604,454
1102,784,734
1103,620,470
1104,544,394
1105,804,654
1106,580,430
1107,324,174
1108,784,634
1109,808,658
1110,292,142
1111,572,422
1112,736,586
1113,672,522
1114,676,526
1115,208,158
1116,968,818
1117,472,322
1118,620,470
1119,992,842
1120,572,422
1121,264,114
1122,688,538
1123,544,494
1124,360,210
1125,520,370
1126,384,234
1127,376,340
1128,432,282
1129,692,542
1130,1216,1116
1131,1236,1086
1132,668,518
1133,384,334
1134,460,410
1135,852,702
1136,168,18
1137,204,54
1138,844,694
1139,624,474
1140,648,498
1141,268,268
1142,696,546
1143,352,252
1144,908,758
1145,428,428
1146,184,34
1147,308,158
1148,720,570
1149,1264,1114
1150,1160,1110
1151,332,182
1152,176,26
1153,676,676
1154,872,822
1155,348,198
1156,992,892
1157,580,430
1158,752,602
1159,500,350
1160,832,682
1161,1300,1150
1162,1236,1086
1163,1452,1302
1164,356,206
1165,392,242
1166,592,442
1167,292,142
1168,412,262
1169,456,306
1170,776,676
1171,676,526
1172,2288,2138
1173,716,566
1174,104,54
1175,760,610
1176,240,272
1177,860,760
1178,944,844
1179,388,238
1180,760,610
1181,1140,1040
1182,624,474
1183,384,234
1184,328,178
1185,1160,1010
1186,628,478
1187,560,460
1188,472,322
1189,684,584
1190,736,586
1191,372,322
1192,512,462
1193,496,346
1194,580,530
1195,264,114
1196,276,126
1197,460,310
1198,152,2
1199,528,428
1200,292,142
1201,284,134
1202,1440,1290
1203,776,676
1204,712,790
1205,468,418
1206,484,434
1207,680,530
1208,1088,938
1209,944,894
1210,744,594
1211,556,406
1212,496,346
1213,456,406
1214,644,544
1215,532,382
1216,688,538
1217,880,730
1218,312,162
1219,684,534
1220,196,146
1221,544,394
1222,560,410
1223,1040,890
1224,304,154
1225,884,734
1226,864,714
1227,672,522
1228,712,562
1229,568,418
1230,400,250
1231,492,342
1232,576,476
1233,976,926
1234,684,534
1235,80,112
1236,740,690
1237,912,812
1238,540,390
1239,624,574
1240,640,640
1241,1048,898
1242,1476,1376
1243,512,412
1244,572,422
1245,304,154
1246,352,252
1247,552,402
1248,400,300
1249,652,502
1250,344,194
1251,900,800
1252,148,1
1253,568,418
1254,1472,1372
1255,336,186
1256,792,642
1257,1264,1114
1258,880,730
1259,740,640
1260,620,470
1261,1044,994
1262,1316,1166
1263,388,238
1264,1092,942
1265,832,682
1266,724,574
1267,656,506
1268,416,316
1269,536,386
1270,504,354
1271,632,582
1272,616,466
1273,456,306
1274,460,310
1275,856,756
1276,668,518
1277,276,126
1278,292,142
1279,352,202
1280,340,190
1281,1284,1184
1282,516,366
1283,268,118
1284,1064,964
1285,528,378
1286,436,286
1287,444,294
1288,572,422
1289,420,270
1290,992,842
1291,424,274
1292,944,794
1293,400,250
1294,808,658
1295,652,502
1296,616,466
1297,552,402
1298,640,490
1299,532,382
1300,1144,994
1301,548,448
1302,584,434
1303,420,370
1304,332,182
1305,272,272
1306,244,94
1307,380,230
1308,720,570
1309,312,162
1310,312,212
1311,460,310
1312,464,314
1313,260,110
1314,576,426
1315,620,470
1316,560,410
1317,716,616
1318,1164,1014
1319,700,550
1320,624,524
1321,920,770
1322,968,818
1323,1368,1218
1324,940,790
1325,696,696
1326,432,432
1327,228,78
1328,484,334
1329,1272,1122
1330,468,318
1331,2028,1878
1332,408,258
1333,948,798
1334,192,74
1335,368,218
1336,624,474
1337,496,346
1338,868,718
1339,956,806
1340,1376,1226
1341,516,516
1342,740,590
1343,336,186
1344,376,226
1345,180,30
1346,672,522
1347,308,158
1348,1748,1598
1349,128,1
1350,908,758
1351,564,514
1352,748,648
1353,136,136
1354,600,450
1355,964,814
1356,1008,858
1357,544,394
1358,648,548
1359,324,174
1360,948,798
1361,484,384
1362,560,410
1363,1828,1678
1364,336,186
1365,512,412
1366,384,234
1367,1296,1146
1368,428,278
1369,740,590
1370,1092,992
1371,800,750
1372,884,734
1373,580,430
1374,1324,1174
1375,644,494
1376,1372,1222
1377,580,430
1378,444,294
1379,868,768
1380,672,522
1381,628,578
1382,588,438
1383,1172,1022
1384,472,322
1385,284,184
1386,1120,970
1387,688,538
1388,308,158
1389,416,266
1390,640,490
1391,572,422
1392,576,426
1393,892,742
1394,1368,1218
1395,268,118
1396,612,462
1397,536,386
1398,568,418
1399,1160,1010
1400,308,158
1401,340,190
1402,1384,1284
1403,436,286
1404,1260,1110
1405,1264,1114
1406,880,730
1407,1076,926
1408,588,438
1409,564,414
1410,492,342
1411,592,442
1412,524,374
1413,172,22
1414,900,850
1415,632,482
1416,356,206
1417,1100,950
1418,764,614
1419,388,238
1420,576,426
1421,348,298
1422,144,1
1423,588,438
1424,584,434
1425,1012,962
1426,1248,1098
1427,748,698
1428,680,580
1429,720,570
1430,712,562
1431,192,74
1432,368,218
1433,968,818
1434,628,478
1435,632,482
1436,476,326
1437,648,598
1438,556,406
1439,840,690
1440,628,528
1441,348,198
1442,644,544
1443,584,434
1444,1384,1234
1445,404,254
1446,620,520
1447,948,798
1448,288,288
1449,320,270
1450,436,286
1451,164,14
1452,608,458
1453,480,430
1454,1308,1208
1455,764,614
1456,596,446
1457,492,342
1458,1936,1786
1459,448,348
1460,808,658
1461,1100,950
1462,628,478
1463,1436,1286
1464,1272,1122
1465,276,126
1466,1468,1318
1467,1000,850
1468,320,170
1469,720,570
1470,336,186
1471,624,474
1472,268,118
1473,420,270
1474,200,50
1475,280,130
1476,496,346
1477,936,836
1478,452,302
1479,908,758
1480,1156,1006
1481,1308,1158
1482,960,860
1483,784,634
1484,468,318
1485,440,290
1486,512,412
1487,832,682
1488,1184,1084
1489,712,562
1490,1152,1002
1491,456,306
1492,316,166
1493,296,146
1494,708,608
1495,216,66
1496,1448,1298
1497,1372,1222
1498,1348,1198
1499,1032,882
1500,640,540
1501,556,456
1502,1180,1030
1503,1000,850
1504,784,634
1505,1076,926
1506,632,482
1507,760,610
1508,1012,862
1509,956,806
1510,588,438
1511,340,290
1512,216,66
1513,1308,1158
1514,688,638
1515,1152,1002
1516,400,250
1517,644,494
1518,348,198
1519,1244,1094
1520,1496,1346
1521,1184,1134
1522,312,162
1523,312,162
1524,1060,910
1525,1076,926
1526,776,626
1527,1072,922
1528,252,102
1529,344,344
1530,552,402
1531,628,478
1532,300,150
1533,740,640
1534,284,284
1535,492,342
1536,1216,1066
1537,372,222
1538,712,562
1539,564,414
1540,504,354
1541,216,166
1542,420,270
1543,484,484
1544,756,606
1545,1268,1168
1546,744,594
1547,208,58
1548,712,612
1549,188,38
1550,440,290
1551,1672,1572
1552,496,396
1553,616,616
1554,276,126
1555,104,1
1556,536,436
1557,316,166
1558,1412,1262
1559,280,280
1560,420,270
1561,288,288
1562,704,554
1563,368,218
1564,208,58
1565,452,302
1566,432,282
1567,652,502
1568,220,70
1569,832,682
1570,324,174
1571,676,526
1572,956,806
1573,152,2
1574,556,406
1575,600,500
1576,780,630
1577,292,242
1578,1216,1166
1579,1368,1218
1580,396,246
1581,604,454
1582,424,374
1583,1256,1106
1584,1304,1154
1585,916,766
1586,656,506
1587,1056,906
1588,532,382
1589,1300,1150
1590,1756,1606
1591,612,612
1592,1392,1292
1593,720,670
1594,304,154
1595,552,402
1596,628,478
1597,636,486
1598,484,334
1599,632,482
1600,876,876
1601,800,650
1602,608,508
1603,444,294
1604,2320,2170
1605,708,558
1606,652,502
1607,336,186
1608,476,326
1609,816,666
1610,712,562
1611,476,326
1612,716,566
1613,328,178
1614,596,446
1615,572,472
1616,168,168
1617,1084,934
1618,688,538
1619,316,166
1620,400,350
1621,516,366
1622,436,286
1623,580,430
1624,480,330
1625,836,686
1626,692,542
1627,492,442
1628,1156,1006
1629,612,526
1630,412,262
1631,664,514
1632,912,762
1633,720,570
1634,464,314
1635,1012,862
1636,1188,1038
1637,636,536
1638,608,458
1639,624,524
1640,600,450
1641,324,324
1642,880,730
1643,636,536
1644,660,510
1645,696,546
1646,1148,998
1647,436,336
1648,616,516
1649,180,30
1650,264,214
1651,844,794
1652,604,604
1653,696,546
1654,440,290
1655,376,226
1656,716,666
1657,800,650
1658,356,206
1659,436,286
1660,528,378
1661,556,406
1662,412,362
1663,200,50
1664,1004,854
1665,312,312
1666,1316,1166
1667,576,426
1668,344,194
1669,452,302
1670,720,570
1671,672,622
1672,1328,1178
1673,848,698
1674,416,266
1675,224,74
1676,792,642
1677,708,558
1678,296,146
1679,900,750
1680,696,646
1681,448,298
1682,440,290
1683,656,506
1684,516,366
1685,1348,1198
1686,560,410
1687,768,618
1688,384,234
1689,536,386
1690,1132,982
1691,936,786
1692,944,794
1693,336,186
1694,652,602
1695,584,434
1696,580,430
1697,772,722
1698,332,232
1699,1208,1058
1700,1076,926
1701,548,448
1702,296,146
1703,464,314
1704,284,134
1705,552,402
1706,804,654
1707,372,222
1708,468,318
1709,680,530
1710,912,812
1711,848,698
1712,268,118
1713,772,622
1714,628,478
1715,692,542
1716,576,576
1717,672,522
1718,588,488
1719,812,662
1720,568,418
1721,476,326
1722,720,570
1723,636,486
1724,776,626
1725,832,682
1726,532,382
1727,568,418
1728,832,682
1729,888,738
1730,928,778
1731,772,622
1732,1032,1138
1733,908,808
1734,620,470
1735,684,534
1736,388,238
1737,940,918
1738,1284,1184
1739,1012,862
1740,712,562
1741,636,486
1742,376,226
1743,1476,1326
1744,164,164
1745,296,146
1746,592,442
1747,708,558
1748,1256,1106
1749,548,498
1750,360,210
1751,596,446
1752,600,450
1753,260,110
1754,352,202
1755,724,674
1756,788,638
1757,1276,1126
1758,988,888
1759,676,576
1760,816,666
1761,392,242
1762,460,310
1763,460,310
1764,452,302
1765,304,154
1766,568,418
1767,392,242
1768,272,122
1769,816,766
1770,536,386
1771,528,378
1772,896,746
1773,340,340
1774,656,506
1775,416,266
1776,228,178
1777,1172,1022
1778,252,202
1779,340,190
1780,668,518
1781,608,608
1782,312,262
1783,1520,1370
1784,604,454
1785,636,486
1786,1100,950
1787,272,222
1788,560,410
1789,416,416
1790,564,414
1791,216,66
1792,1200,1050
1793,640,540
1794,936,786
1795,612,462
1796,432,282
1797,732,582
1798,2356,2206
1799,976,826
1800,572,572
1801,320,170
1802,684,534
1803,400,250
1804,964,814
1805,260,210
1806,1248,1098
1807,548,498
1808,344,194
1809,788,638
1810,1052,902
1811,1140,1040
1812,684,534
1813,952,902
1814,480,330
1815,836,686
1816,184,34
1817,780,630
1818,328,278
1819,368,218
1820,796,746
1821,540,390
1822,856,706
1823,1032,882
1824,592,442
1825,412,412
1826,1088,938
1827,792,642
1828,636,486
1829,456,306
1830,3156,3006
1831,484,334
1832,924,774
1833,588,438
1834,424,274
1835,716,616
1836,536,386
1837,684,534
1838,556,406
1839,856,806
1840,608,458
1841,640,490
1842,636,486
1843,656,506
1844,456,306
1845,208,108
1846,292,292
1847,268,118
1848,508,358
1849,312,312
1850,764,614
1851,756,706
1852,1304,1154
1853,820,670
1854,600,450
1855,124,1
1856,768,618
1857,1024,874
1858,396,246
1859,516,366
1860,800,650
1861,532,532
1862,204,54
1863,1120,970
1864,612,612
1865,1036,886
1866,1028,878
1867,1336,1186
1868,420,270
1869,372,372
1870,312,162
1871,388,238
1872,508,358
1873,440,290
1874,684,584
1875,260,110
1876,452,352
1877,664,514
1878,692,642
1879,1448,1398
1880,440,390
1881,488,488
1882,212,62
1883,308,222
1884,564,414
1885,588,438
1886,268,218
1887,1064,914
1888,604,454
1889,1128,978
1890,596,446
1891,692,542
1892,772,722
1893,580,430
1894,548,398
1895,868,718
1896,1404,1304
1897,452,302
1898,332,182
1899,468,318
1900,1292,1142
1901,1040,890
1902,604,454
1903,388,238
1904,532,382
1905,604,454
1906,764,664
1907,648,498
1908,572,422
1909,280,280
1910,1416,1266
1911,568,418
1912,1132,982
1913,160,160
1914,684,534
1915,272,122
1916,492,342
1917,984,834
1918,956,806
1919,404,254
1920,616,466
1921,648,648
1922,1120,970
1923,364,214
1924,792,642
1925,1212,1212
1926,1060,960
1927,396,246
1928,1172,1022
1929,1116,966
1930,364,278
1931,552,402
1932,1044,894
1933,920,770
1934,644,494
1935,412,262
1936,416,316
1937,364,214
1938,1164,1014
1939,404,254
1940,388,238
1941,588,438
1942,596,496
1943,840,690
1944,916,766
1945,776,676
1946,1484,1334
1947,132,1
1948,1640,1490
1949,256,206
1950,552,402
1951,400,250
1952,280,130
1953,604,604
1954,980,830
1955,432,282
1956,400,250
1957,432,382
1958,576,526
1959,380,380
1960,600,450
1961,1340,1190
1962,696,596
1963,856,756
1964,704,554
1965,568,418
1966,500,350
1967,556,456
1968,1288,1138
1969,960,810
1970,920,770
1971,536,386
1972,1060,910
1973,368,368
1974,632,482
1975,1212,1062
1976,340,190
1977,160,160
1978,724,624
1979,668,518
1980,348,198
1981,556,406
1982,840,690
1983,308,158
1984,712,562
1985,336,336
1986,232,82
1987,600,550
1988,644,494
1989,1024,874
1990,760,610
1991,1236,1086
1992,516,416
1993,1228,1228
1994,372,272
1995,504,354
1996,384,284
1997,408,258
1998,860,710
1999,792,742
2000,1048,898
2001,684,584
2002,488,338
2003,828,778
2004,624,474
2005,656,506
2006,636,486
2007,1348,1198
2008,488,338
2009,688,638
2010,304,204
2011,200,150
2012,616,466
2013,276,126
2014,780,630
2015,184,34
2016,460,310
2017,744,594
2018,272,122
2019,1092,942
2020,476,326
2021,692,592
2022,500,350
2023,780,630
2024,1252,1102
2025,1388,1238
2026,120,1
2027,548,398
2028,824,674
2029,748,648
2030,652,502
2031,1008,858
2032,696,546
2033,620,470
2034,488,438
2035,568,518
2036,456,306
2037,536,486
2038,484,484
2039,820,770
2040,208,58
2041,472,322
2042,640,490
2043,756,606
2044,1180,1030
2045,652,652
2046,212,62
2047,408,308
2048,136,1
2049,328,178
2050,1152,1002
2051,332,182
2052,600,450
2053,316,266
2054,284,284
2055,384,234
